grupo,nome_normalizado,size,ocorrencias,path,id,mimeType
1,leia-me.pdf,154159,26,CURSOS/💻 Curso Viver De Youtube - Peter Jordan/12. Dicas Complementares/LEIA-ME.pdf,12xtzMc18qJ-12bMyA62hjWUFVIFStII2,application/pdf
1,leia-me.pdf,154159,26,CURSOS/💻 Curso Viver De Youtube - Peter Jordan/LEIA-ME.pdf,19YXBt0jKWUXPgEdDnc1byBAd-nR5EN4N,application/pdf
1,leia-me.pdf,154159,26,EBOOKs/LEIA-ME (1).pdf,1Kvn-dAZrLz5bewtHvIBgPGTp4twQ4sxF,application/pdf
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/2. 3 armas do longo prazo/2. 3 armas do longo prazo/1. Introdução ao módulo/desc.html,1uOceA8B9ys4aJcj8YkuusfbNkJL3epi8,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/2. 3 armas do longo prazo/2. 3 armas do longo prazo/2. Confiança em si mesmo/desc.html,1XODptUwhMjiHtG1dLLWwZq_5T8UCJDA2,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/2. 3 armas do longo prazo/2. 3 armas do longo prazo/3. As pequenas vitórias/desc.html,1vpT_5BOHf2OB6WjR8ndKhHgbshVx5IjD,text/html
2,desc.html,279,11,"CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/2. 3 armas do longo prazo/2. 3 armas do longo prazo/4. Excelência como fim, não meio/desc.html",1b7S9Eeiu2AXtRA30crOZR36isPVR1UFR,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/3. Foco vs Procrastinação/3. Foco vs Procrastinação/1. Como ter foco/desc.html,15KE-pPncxV_WotCfBfZBxBwU5_3658SQ,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/3. Foco vs Procrastinação/3. Foco vs Procrastinação/2. Busca pela autorresponsabilidade/desc.html,1S8nO4tCNx5QJ36fICRbsqQAwZufueOVB,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/3. Foco vs Procrastinação/3. Foco vs Procrastinação/3. Desenvolvendo bons hábitos/desc.html,1cEq8HOwmGHO70zHPOSHCKZ7Av7biJF-P,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/3. Foco vs Procrastinação/3. Foco vs Procrastinação/4. O monstro da procrastinação/desc.html,1jXJoWRoUXn5kR8DDEe9QH-ODTX8_kk9H,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/O INÍCIO - 4 MITOS DA PRODUTIVIDADE/2.ESFORÇO/desc.html,1yb0JkXsJYKRxzDp_8d3j27tb3q_LtBpo,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/O INÍCIO - 4 MITOS DA PRODUTIVIDADE/3. Quantidade x Qualidade/3. Quantidade x Qualidade/desc.html,1H5K5P0FN_KPop1bQx7525GpjnGM3wvQm,text/html
2,desc.html,279,11,CURSOS_EBOOKS/EXECUÇÃO MÁXIMA - Luana Carolina/O INÍCIO - 4 MITOS DA PRODUTIVIDADE/4. Eu não tenho tempo/4. Eu não tenho tempo/desc.html,1MzmwZeF4-gJa_UGg8_BqVQMJQTgU_Zqv,text/html
3,trilhas retiradas da plataforma-20260528t150600z-3-001.zip,2147429188,6,CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA-20260528T150600Z-3-001 (2).zip,17SGVHIH7L7p_scjIKpU3ZODMEBlLIhMk,application/zip
