path,name,id,mimeType,size,modifiedTime
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/CARTÃO DE VISITA/CARTÃO DE VISITA LOGIKA - VERSO.pdf,CARTÃO DE VISITA LOGIKA - VERSO.pdf,1JbDsxoMzxMNabrrCn6GEfZHbOMocz9ls,application/pdf,495384,2025-09-03T13:01:18.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/CRACHÁ,CRACHÁ,1fsTUt51PQYTwnk8xt-9zGro9vQXZmLXp,application/vnd.google-apps.folder,,2025-09-18T15:49:36.975Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/CRACHÁ/BASE - CRACHÁ.pdf,BASE - CRACHÁ.pdf,1qVfqdIyyH14mty62REVhJwuIohufsCep,application/pdf,1964495,2025-09-03T14:22:29.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/CRACHÁ/CORDÃO - CRACHÁ.pdf,CORDÃO - CRACHÁ.pdf,1-L_nBwV2jl5kQ-Fv2FFRI5UKhDBcB_q9,application/pdf,323542,2025-09-03T14:16:44.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS,LOGOS,1N4V4LyRcrnErcF95eZ7-RAklO6syKp1-,application/vnd.google-apps.folder,,2025-09-18T15:49:36.977Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - BRANCA FUNDO MAGENTA.png,LOGO 01 - BRANCA FUNDO MAGENTA.png,1xN_ozjyQNkMlcJi_Dwi98yM5cZ75kYkV,image/png,124380,2025-09-10T12:20:07.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - BRANCA FUNDO PRETO.png,LOGO 01 - BRANCA FUNDO PRETO.png,1wo7CWe_z4KOTYxePg4lOgx2Pv2NPC8df,image/png,136002,2025-09-10T12:18:16.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - BRANCA SEM FUNDO.png,LOGO 01 - BRANCA SEM FUNDO.png,17-HBBTSJKiKoZ1KkLnrly1sOrWzRs2EF,image/png,108168,2025-09-10T12:18:23.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - COLORIDA 1 SEM FUNDO.png,LOGO 01 - COLORIDA 1 SEM FUNDO.png,1DFsxMBVDVXlxEK8TM5dJuRfDovLq1aET,image/png,105260,2025-09-10T12:22:23.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - COLORIDA 2 SEM FUNDO.png,LOGO 01 - COLORIDA 2 SEM FUNDO.png,1yATQkjcwxMwKZGDLqgds5JCG9zm58Fpf,image/png,110108,2025-09-10T12:22:31.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - COLORIDA FUNDO BRANCO.png,LOGO 01 - COLORIDA FUNDO BRANCO.png,1YfkGmZbvkmvsJ03quu4uXeZFNqPhan7g,image/png,127082,2025-09-10T12:22:14.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - COLORIDA FUNDO PRETO.png,LOGO 01 - COLORIDA FUNDO PRETO.png,1KxDe3JwCWC7FBhBcdMcQJji7Dfm2x3hf,image/png,135915,2025-09-10T12:21:50.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - MAGENTA FUNDO BRANCO.png,LOGO 01 - MAGENTA FUNDO BRANCO.png,1xUeFtICFKl-H1FW33IaoeavXAyb-vfFu,image/png,123909,2025-09-10T12:20:36.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - MAGENTA FUNDO PRETO.png,LOGO 01 - MAGENTA FUNDO PRETO.png,1eDJDZki1Mts-V8i0b_G4ep3Q3-_Y5JLA,image/png,124439,2025-09-10T12:20:26.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - MAGENTA SEM FUNDO.png,LOGO 01 - MAGENTA SEM FUNDO.png,10kHR9GJ3O_Mfi-Um_LvUaRhEn3aaD2Xk,image/png,98107,2025-09-10T12:20:46.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - PRETA FUNDO BRANCO.png,LOGO 01 - PRETA FUNDO BRANCO.png,1_KW8pyT1q7V70cDmA130i7QojNXa-FqP,image/png,126264,2025-09-10T12:18:48.000Z
