path,name,id,mimeType,size,modifiedTime
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/00 - Ordem Cursos e Projetos/Part1.png,Part1.png,1tPEmujVnf2C8jhOX4o8ewA5o-8TJNuhB,image/png,345987,2026-07-06T06:40:05.446Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/00 - Ordem Cursos e Projetos/Part2.png,Part2.png,1J1gRBtLM9dySVdKE_Yk72zCHDukE7NhF,image/png,318675,2026-07-06T06:40:05.163Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/05 - Aprendendo Python_ Conceitos Básicos,05 - Aprendendo Python_ Conceitos Básicos,1Td_9iYM97PUxxBguGH1KA0HZu4q2RNnB,application/vnd.google-apps.folder,,2026-07-06T06:39:43.592Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/05 - Aprendendo Python_ Conceitos Básicos/._Aprendendo Python - Conceitos Básicos,._Aprendendo Python - Conceitos Básicos,1EDzkuVY-7CUN9ZDdAjL8hsi8elHVRxZ_,application/octet-stream,4096,2026-07-06T06:40:05.630Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/05 - Aprendendo Python_ Conceitos Básicos/Aprendendo Python - Conceitos Básicos,Aprendendo Python - Conceitos Básicos,1NOaHuFFvrYfhfZ1TRUg9SvKu8nq7lTkc,application/vnd.google-apps.folder,,2026-07-06T06:39:51.600Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/05 - Aprendendo Python_ Conceitos Básicos/Aprendendo Python - Conceitos Básicos/._readme.txt,._readme.txt,1hGH39dm317Q7gx_Ov0rdjcsum7OS7oiW,text/plain,4096,2026-07-06T06:40:27.233Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/05 - Aprendendo Python_ Conceitos Básicos/Aprendendo Python - Conceitos Básicos/readme.txt,readme.txt,10XPpRsbXkPpkHMFlVtl2mvSk5x8Fpz0E,text/plain,477,2026-07-06T06:40:27.349Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts,07 - Engenharia de Prompts,1XhOBX9B2VPsPKKhKveJgYNqPhmHuJA3A,application/vnd.google-apps.folder,,2026-07-06T06:39:43.592Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/._ApostilaEngenhariaPrompts.pdf,._ApostilaEngenhariaPrompts.pdf,1pf5RrHgn-NHKqzKe9vHbCYVSbAc1Reqn,application/pdf,4096,2026-07-06T06:40:05.169Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/._SlidesEngenhariaPrompts.pdf,._SlidesEngenhariaPrompts.pdf,1UUYvJUs8qB4kC0LL5_S95Pr1LGnoMf4o,application/pdf,4096,2026-07-06T06:40:05.031Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/._apostilas_em_markdown,._apostilas_em_markdown,1vt7PIwOnZMkzinCYT2Q1apiHsCAEA5Ww,application/octet-stream,4096,2026-07-06T06:40:04.819Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/ApostilaEngenhariaPrompts.pdf,ApostilaEngenhariaPrompts.pdf,1NGzcYyGJmpSPKMegOKWTZ3hsfn3KPaDY,application/pdf,596647,2026-07-06T06:40:04.843Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown,apostilas_em_markdown,1n8SQ6Eb4dsiT_0OIamdDT-n6ieUya5hH,application/vnd.google-apps.folder,,2026-07-06T06:39:51.600Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._01. Introdução ao Curso.md,._01. Introdução ao Curso.md,1RFS7Eegqvj0BN1Xq8SdW4t8yRhctj1sx,text/markdown,4096,2026-07-06T06:40:26.888Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._02. Conceitos Gerais de LLMs.md,._02. Conceitos Gerais de LLMs.md,1poFh1vBmtf5LThP3T8mmk08N9FOPn1jn,text/markdown,4096,2026-07-06T06:40:26.055Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._03. Os princípios de um bom prompt.md,._03. Os princípios de um bom prompt.md,1xCevlnVjrwYPF_h1LBPHXkEBwG1bdFEL,text/markdown,4096,2026-07-06T06:40:25.162Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._04. Criando prompts claros e específicos.md,._04. Criando prompts claros e específicos.md,1lWQK3E-pBIa4aSda1MWhldBRNhWu_Frz,text/markdown,4096,2026-07-06T06:40:26.304Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._05. Elementos de um Prompt.md,._05. Elementos de um Prompt.md,1PQ-8HldJrDy3ycBgxl4vbNaBBYaD3HDe,text/markdown,4096,2026-07-06T06:40:25.956Z
"CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._06. Público, persona e exemplo.md","._06. Público, persona e exemplo.md",1Q-CUpD0t9ZkcwEDDDluUKnBjp6SW6IxX,text/markdown,4096,2026-07-06T06:40:24.084Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._07. Delimitadores e Saídas Estruturadas.md,._07. Delimitadores e Saídas Estruturadas.md,10TN9-AjVhVu5onBFW1-I8yxvNka7qIxZ,text/markdown,4096,2026-07-06T06:40:25.851Z
"CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._08. Zero, One e Few-Shot.md","._08. Zero, One e Few-Shot.md",1TutnxtuJW47wzVKbw4FlHbTPHZ_lin2e,text/markdown,4096,2026-07-06T06:40:24.614Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._09. Dando tempo para o modelo pensar (COT).md,._09. Dando tempo para o modelo pensar (COT).md,1e1zIdE1sYJz4Wqx3mbWI58pLwi4igRhq,text/markdown,4096,2026-07-06T06:40:25.354Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._10. Encadeamento (Chaining).md,._10. Encadeamento (Chaining).md,184ggq8YPo-0F_UTAXQdmHsSqW4C8qI_K,text/markdown,4096,2026-07-06T06:40:25.230Z
"CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._11. Resumo e Extração,.md","._11. Resumo e Extração,.md",14jtJRX4jBAmzFCjkBKiG719ItInR9ox1,text/markdown,4096,2026-07-06T06:40:23.762Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._12. Inferência e Análise de Sentimento.md,._12. Inferência e Análise de Sentimento.md,1713VUMgM3WMBJQJzYQYztdycFRQ2L5Jc,text/markdown,4096,2026-07-06T06:40:24.547Z
"CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._13. Transformando, traduzindo e modificando.md","._13. Transformando, traduzindo e modificando.md",1TDrVXv_8DvQ6Q-KibDEc3YqqlyxsN_pN,text/markdown,4096,2026-07-06T06:40:26.946Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._14. Criação de Chatbots Personalizados.md,._14. Criação de Chatbots Personalizados.md,1-PcMVAGCD6V63G8YV7_NnP5orSk0JOv4,text/markdown,4096,2026-07-06T06:40:26.567Z
CURSOS/ASIMOV/TRILHAS RETIRADAS DA PLATAFORMA/TRILHAS RETIRADAS DA PLATAFORMA/04 - [TRILHA] Aplicações IA - Multi-agent Systems com CrewAI/07 - Engenharia de Prompts/apostilas_em_markdown/._15. Recursos adicionais.md,._15. Recursos adicionais.md,1swTPSmk4bq-n5F4d8w1B939iyVcwWqjj,text/markdown,4096,2026-07-06T06:40:25.430Z
