nome_normalizado,quantidade,ids,caminhos
c0050.mp4,2,1kNDZwHsZkRJXZqytGX3UkmCItbRz-UHL | 1RvuTVP-P9LcIDjBAQFk4VDhBpIj_vW_X,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0050.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0050.MP4
c0051.mp4,2,1qKmBX_IEpWeZbRDHz2KHdWh1Xnogz5uT | 1rNAW3Ji_a00FWDFFy26uGV_fk1iQHBcy,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0051.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0051.MP4
c0052.mp4,2,1EGyDREGwzaYHgHUflKQP-LtoNX9at9S_ | 1y-9UflHb6daWWl9eJtkubRkQ0hHM6BzC,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0052.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0052.MP4
c0053.mp4,2,1jCzOBdYxp8IPOUo9ZSqa5xPh21oVkpuo | 1S-2-cux-O22pgYb-gaHqb_Xn_9G8OJwT,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0053.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0053.MP4
c0054.mp4,2,1hftFgcjGiSu8LsmFK9B77GE2mmRSi_g2 | 1JfoUxohBqrWX41zkZRCsJVTOFQ1wjT3X,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0054.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0054.MP4
c0055.mp4,2,1otBRenHCIjsplGoi6CK14xcCxSJjNID_ | 1U4joJTOpctoc9cBRRJ1SWRwXVc8Vfqp2,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0055.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0055.MP4
c0058.mp4,2,1S4bOUf4w49nh7W8v5SnoalqpNb8Uyjg8 | 1-kMwC1OnL0gOJfOv96Uyg-kX-N6VSWA_,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0058.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0058.MP4
c0060.mp4,2,1Oq1Nr2gdHPiKkLA-aWU8F4Qo-uywuW0p | 1-VEQatPGvzJhwnBzl04BPnHr9yNMz7sQ,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0060.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0060.MP4
c0062.mp4,2,1rpeQBmW-_PWgPG8WmkM_uK14BvjF8q1u | 1bIeHImhH2StsnlCyIwIPjPiaJinCMadq,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0062.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0062.MP4
c0063.mp4,2,1gh6YJcpKy-mLziB-ZiBze9gY3XPsy3XB | 1pQULUjwlVSGPtciz1utxPNyeEUrVFNT_,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0063.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0063.MP4
c0064.mp4,2,180kbmcARYnUTAW8Ju4oDqVdvFHsPYE3G | 1VKytnBxohtlspVgtncNy9FVcAKDm3aQT,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0064.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0064.MP4
c0065.mp4,2,12cRnxoInGK9qBuqXBzb09Gebic1fWiTx | 10vH8ah9ifgBnB3ZmpTdKkhz95uKwaMum,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0065.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0065.MP4
c0066.mp4,2,1k_93UlHoNfmtUjQAjpNmVtAbE1FPnJ2r | 1gcrsuTgmrNgHgYFumljS5O0uw_C4HHs0,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0066.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0066.MP4
c0067.mp4,2,1V9pJSRkgzO561FEe9SuVIC_qCnlA5SmT | 1eU1dgyGx8IOJTSXfIoA0ItGRsJ_YobWi,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0067.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0067.MP4
c0068.mp4,2,14k6Ju0oohYYHJ4rJ2iWOZcctbfKQ4Qcv | 1EnlJUQkIVric-KYgMzHwgouvJjsDBnGe,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0068.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0068.MP4
c0069.mp4,2,1ww22S_bMYRaSALK7jOgOFvM-HLjJTNv0 | 1jYZ3Jmp7P_jpN5EqOFUoJka31RFMQo44,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0069.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0069.MP4
c0071.mp4,2,19jw5s1CFVv9GdX6cX74tzzY4wKjUz2hh | 1e95La9unBk7fgAd_cDJK46Kben8ft2Vl,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0071.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0071.MP4
c0072.mp4,2,1cWwOdWURxZF6kOAE03OszaQaaRwI5fYQ | 1uCOimNGwOvbgbmnIoOqDtyu6CkXJWoyV,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0072.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0072.MP4
c0073.mp4,2,1YDMyYxQne_1GcsUxhCwku1Z_TXOgJTtD | 1ZfYnpF4L7ZzFbGhrfZHyVNxeZ9OLekR0,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0073.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0073.MP4
c0074.mp4,2,1LFTNkDDtLYOzuup6oMu1uzT8PB8eOKJy | 1aLxJpKtPIL3esODB86q7UbrftgbqnNsb,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0074.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0074.MP4
c0075.mp4,2,1D5OpKsZEEm9Fqq8v8zgZ_T33CknoKhS6 | 1mLpHucRL1ZDbID3ZnlmXKFSBPNruswtO,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0075.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0075.MP4
c0076.mp4,2,14E4Kazs-1y5QF6kDvKlpgDnmMGTs05Qc | 1eDpjxfQZ6Hnkby7RlCfRmiJajloEh9El,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0076.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0076.MP4
c0077.mp4,2,14HInVAQBQEJfHDBwXkl-UVLniDU_YKZ4 | 1PpMLp4qtZyzJ0vuUIFzAT3OmxUDvQUSt,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0077.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0077.MP4
c0078.mp4,2,1h362cSGURukJ0OvYKQFJ0n4WebKfGAj_ | 1C_Z_VzTuxnkU0qMASbdScqJOw6J0X7QA,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0078.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0078.MP4
c0079.mp4,2,1jyOWWvh5E9SP_GePmQ6L74RO9Nkwq6hy | 1UJeDDCM7udeYrk-N73B0dz5WP5gdnFtA,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0079.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0079.MP4
c0080.mp4,2,1n0SkHdMrLKOxim2-uKC7YeyU9Yeon9z9 | 1iK0gkCzfFQ9DROnAmcYq4nOKd6vv71rO,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0080.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0080.MP4
c0081.mp4,2,1Q38JadWc7kbE-dBKaAzdX2rJDEI4Ht7S | 12xa76-EL8wmzR_mOHPO8duIl43YpoM4x,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0081.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0081.MP4
c0082.mp4,2,1RbVq68yrNh93Br93kogcIgj7-xFZ0Clz | 1uXDYlvSw2llW6Mkb-UJIRvc-lVbYC0xa,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0082.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0082.MP4
c0083.mp4,2,1N3PO2hK7KgwnLWZvfFkRG2LCrtyMx0fN | 1toBXZ2mLTdJrE66TUl7Vif0_c8Z1pToq,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0083.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0083.MP4
c0084.mp4,2,1FCt0wy-oZyPsca5uF1_wQ7T96fp7_c9e | 1fbPdLGbzBMRtWOgKrw_VoMGCnXzdmmop,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0084.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0084.MP4
c0085.mp4,2,1dB1kk4x6HQaoepvmRcyycVd0rRjK356V | 1sqoyWJn_4lVfIKvOWfV4hfoolmEmxT-t,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0085.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0085.MP4
c0086.mp4,2,17Z7-scJgo0JZ6gjNz6lJjb53kFae6e5W | 137Tptr7EXDYJWJ_X72p3TOLNraddKh1J,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0086.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0086.MP4
c0088.mp4,2,1ktiIoNfBbX4Qkc-74AFfvEPtrBwGRiA- | 1jE5zJFmFg_Oho_JOGMv0HOYkwSgEEYOs,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0088.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0088.MP4
c0089.mp4,2,1mD8WdisVhf1l3wZyzR7K69LgLfQli_n7 | 1AQDPpanacH78bTVHLzgUq9HyJMfRAT23,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0089.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0089.MP4
c0090.mp4,2,1XR4F6iOsSs4XF7EHxufSJbu9HkT4SDW4 | 1wh5Fjt8B5-ytV58qN4PbXAkdTXlmlO5-,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0090.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0090.MP4
c0091.mp4,2,1Py_5IFdZxxsJ7woFDcu-VigwLlkl5H_h | 1VDMIrjPjDdWXJlsdta8gt7q4xn5Te8EO,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0091.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0091.MP4
c0092.mp4,2,1UAVwB2iw2CEXmiUQVHLa-AsPdd4sp5k0 | 1ITaZN9H96dxNdnr5orxJThoCpdOGiIlJ,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0092.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0092.MP4
c0093.mp4,2,1YYhTCYQb34YLqj_jPDT054IhUwMGd04u | 1j3cGIQkad-ulgiHt1Hz3R4vGZiBWUJ6U,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0093.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0093.MP4
c0094.mp4,2,1rjc_U7YHiKRAL_L4HN9JpamZOX2jiXVR | 1Po-FppeaXHx8vCqRvZKP_Bw6kTTGRP4A,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0094.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0094.MP4
c0095.mp4,2,1M7HFTwLtF3XM7YYOXAwnzhKxLORLgVOl | 1jT_zf0JXiorR_wcvY-ttz3Fs_cuXWCsR,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0095.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0095.MP4
c0096.mp4,2,1Zu7cJyRkpIURHpuqM9jWSsB5uhCS6YIT | 1JFYnBCL4EDC_bMe2BBd9cEZgvvVVb1Zn,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0096.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0096.MP4
c0097.mp4,2,1pmk_eRwI2a3V0g2YKZhykpuGsxxwmfow | 1EeBqYXdqFXyP118uI5gcYG4r2j5wcbFj,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0097.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0097.MP4
c0098.mp4,2,1as3knz4QMG2ky0p99BF_lANzrwYxWiVs | 1QeIULzUpfl3bPT6HYQl9LK7FBkUC_fHn,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0098.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0098.MP4
c0099.mp4,2,1FCOpJq6I_clvmBMfMQHaBVqVtF0OaCb7 | 1Q3esfuZCntpA1PwafK1PU14OjjF61l20,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0099.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0099.MP4
c0100.mp4,2,1-o0u5PiDrOr9e_LbYw-dYFSKeIDQPdiR | 14LtIQf45Fx_MkI8X6kEewnP0DB54pnX6,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0100.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0100.MP4
c0101.mp4,2,19TMCNyoyLEpgVGXQ_jIvNNld5Izn56rU | 1enHxKZLZjhLvAhsoWd93MvWUAuDoqtT-,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0101.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0101.MP4
c0102.mp4,2,1MMztj99HA2cWFMqXnYU-e-e80w8TVbBp | 1VCBSXnOWSWDZddvoKJcuxVfNiY4t_yne,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0102.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0102.MP4
c0103.mp4,2,1nxaaZwRKF_uK1R1lglZXGHd1krHdmy_P | 1DU32OxIvFmmJJTxfL4kX-FZ8MPxR8EsA,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0103.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0103.MP4
c0104.mp4,2,18YNDd31Oa2SnkcatiQU4mKdLQ8oG_tIJ | 1qm-tcvjfbFn3b8SbxzpKPJk88A4IHDSO,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0104.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0104.MP4
c0105.mp4,2,1cQCscNSkH7mAuUC0-Ik6ymo5Jj5h9YSP | 1G1SfBuvYpg-SV8V7AiztujhM9qViP1pc,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0105.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0105.MP4
c0106.mp4,2,1sEK4pXKFGsYNueXHgifC-5VSw4M5SCB7 | 1VUaNRE0bmCnfjYWKbk0rN1sHxmnenS0p,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0106.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0106.MP4
c0107.mp4,2,1ksfCIcYzDUW5LteJGoqLhlKIFJSdHpaB | 1ar2fm9ifuHk-7PfrLFNc4_MjA6AusrJt,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0107.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0107.MP4
c0108.mp4,2,1CxzEUYndHraNUG8WlYssmLszTtumJmsB | 1y55zfzbgDSX2eJiiMgvBpD2SN3SbaBK1,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0108.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0108.MP4
c0109.mp4,2,1OFi5PPJ6l_0mQ0dr-E1MPkPMMHGJvlD0 | 1H8RbdrYD5W661kdRlY6YeZhfnXA3p2Eo,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0109.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0109.MP4
c0110.mp4,2,13-DOFqRuuZhTz8omjbLJ2sXb180sft5y | 1KiLYUkOxibdqTgn7WlXJ2Ee6ZVUbgmAw,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0110.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0110.MP4
c0111.mp4,2,1gQxjnRBJDFsJWN65UPK0CleOVTx_r1lA | 1PcB_q2uiGszwi6ETVBZaY2ym-5dPI5t6,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0111.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0111.MP4
c0112.mp4,2,10OxoYS1Oq4UmAzzR94sCfc63AgY6q-9L | 1AM0-iML_sgJWAognlg4rMhlDvEHZUN7k,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0112.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0112.MP4
c0113.mp4,2,16lIiul3wExrLMWqbsAV-6KEGe0SGpz8x | 1IOAmF56ABPspuwiY9gLUESqjw09LWW3n,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0113.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0113.MP4
c0114.mp4,2,12d7O8RU5qPScLslEI5f6CKowwLHzVE53 | 1z5lAkgcx2BwcW_e2aRAfx84k7wzKkUOw,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0114.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0114.MP4
c0115.mp4,2,16ULoGujo1qSTVrTEusrQJrnt1Xm3b5lj | 1e_L3PLQ9nvwMp5yK38HBCgB9NpXurhHp,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0115.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0115.MP4
c0116.mp4,2,1-RQAIzypKAYsr-IbjVupxMqvCjb2OTtz | 1RTTE31ZOLe8CFtkQxSkLY9J7ArPPB8F4,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0116.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0116.MP4
c0117.mp4,2,1V3pGtdzgWTEwwASU6OFBUP7Mtq2csYDp | 1LuJzK6oKnrsLaqeEoxpeOtOHk1SrmQ5u,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0117.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0117.MP4
c0118.mp4,2,1O9MQweD201yI3mldrGdPo-zDv27DVzIU | 1mCqxB5xBd80OZoelVi9chBGHjFPR_KwS,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0118.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0118.MP4
c0119.mp4,2,1IssJ6ERURIaWj0ON0ZXQzGUb94tTRHYs | 1XKUsy3BqmjvYW_2cRMrIeGY1qIlHxcdh,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0119.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0119.MP4
c0120.mp4,2,1G2AAFHlPimSzwmrolv-DQTFEc03Nzx7l | 1WoPJyEmI_yo5kj6dgcKTw_wNwRhrxY95,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0120.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0120.MP4
c0121.mp4,2,19IzrXgiHnKIqnPTQVjkJ7rVdWHsERfEG | 1BHOYQRmqmK1Sq9hzAZfYOL0_hi-Q-Jhd,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0121.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0121.MP4
c0122.mp4,2,13F_qmq3Zu3KuG21umk7yw-azjg7eoj7r | 1YKUWpcZZqMxvgz9I2Mbew57I2cQwE9c7,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0122.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0122.MP4
c0123.mp4,2,15lwRAu5UiuQ-SJRCeeAqonXhVx3oF1Pq | 1JDQL7i2hZOGleb0EdzT3sLQTwMY14-K9,01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 03/C0123.MP4 | 01_CLIENTES/ALDEIA KARAPOTÓ TERRA NOVA/03_PRODUCAO_BRUTA/DIA 4/C0123.MP4
